"Song Name" "Zero Crossing Rate Variance" "Spectral Centroid Mean" "Spectral Centroid Variance" "Spectral Rolloff Mean" "Spectral Rolloff Variance" "Root Mean Square Mean" "File Path" Category "Table Number"
"Gonna Know We Were Here" 0.0026766604120272725 2479.3851598669817 372477.793611818 5156.7827569092 1839395.6603174685 0.20277673 media/country/Jason_Aldean___Gonna_Know_We_Were_Here__Lyric_Video_.mp3 country 10
"Up All Night" 0.0016226906690516266 2346.738778569944 580652.4739620821 5050.0335918434785 3015813.2248212523 0.10488606 media/country/Jon_Pardi___Up_All_Night__Official_Music_Video_.mp3 country 10
"Break Up In A Small Town" 0.010226887547647202 2478.8168357575505 1763724.5899411847 5067.757697144105 5987086.617696178 0.200602 media/country/Sam_Hunt___Break_Up_In_A_Small_Town__Official_Music_Video_.mp3 country 10
"You Should Be Here" 0.0032803325141535834 1894.6459519765224 873643.0730701223 3999.2254710267366 3974278.6652256693 0.2662258 media/country/Cole_Swindell___You_Should_be_Here.mp3 country 10
"Tennessee Whiskey" 0.0037054843259614724 1817.6081838811942 729092.3768472471 3891.3211428177437 3530185.7549704122 0.095336646 media/country/Chris_Stapleton___Tennessee_Whiskey__Official_Audio_.mp3 country 10
"My Best Friend" 0.0027598675622107984 2272.579424616066 715433.7274067106 5011.51760389011 3418081.9420735114 0.16328324 media/country/My_Best_Friend.mp3 country 10
"Drunk On You" 0.0031767963651336923 2499.136173872969 573506.331670905 5458.7559433472725 2309958.361623525 0.1312493 media/country/Luke_Bryan___Drunk_On_You.mp3 country 10
"Hometown Home" 0.0030595800078699427 2727.2601148661774 502699.84125939733 6177.314083214962 2257316.835229549 0.31783432 media/country/LOCASH___Hometown_Home__Official_Visualizer_.mp3 country 10
"Ain't Worth the Whiskey" 0.005694597235142606 2741.5479452579402 814225.1077907349 5983.930644930131 2892946.6127985166 0.2526982 media/country/Cole_Swindell___Ain_t_Worth_the_Whiskey__Official_Audio_.mp3 country 10
"Somewhere With You" 0.0020116499878946523 2128.3467358189732 480460.62297421985 4682.598464436472 2399025.0411872887 0.05096792 media/country/Kenny_Chesney___Somewhere_With_You__Official_Audio_.mp3 country 10
"Strip It Down" 0.0016540730785501879 1917.1776062800275 548797.2221873131 4207.642871644742 2984747.306640038 0.32245323 media/country/Luke_Bryan___Strip_It_Down__Official_Lyric_Video_.mp3 country 10
"Smoke Show" 0.010572895859173394 3646.199100280405 1359901.2081920695 7229.435576145265 2304570.17118291 0.23834853 media/country/Pop_smoke_evolution____rapper_evolution_popsmoke_rap_fy_viral.mp3 country 10
"Devil's In The Details" 0.02185255278899638 2727.7398287482465 2784622.6870497186 5189.774491285164 8191695.287410829 0.067933425 media/country/Initiates_of_the_Flame__1922__by_Manly_P._Hall.mp3 country 10
"When I Get Where I'm Going (feat. Dolly Parton)" 0.002785288279424382 1760.169743586674 675803.3993357545 3688.3276155651074 3675790.3612567694 0.21420534 media/country/When_I_Get_Where_I_m_Going__feat._Dolly_Parton_.mp3 country 10
Then 0.0017248870946290939 1905.6209358853605 427299.6571899726 3997.883530610426 2294762.2755598384 0.2400345 media/country/Then.mp3 country 10
Stay 0.004451398618197419 1919.4383420205552 1063766.1148204685 3886.442781991332 4611376.788049146 0.05828616 media/country/Sydney_Sherrill___Something_to_Say__Documentary_.mp3 country 10
"Just Got Started Lovin' You" 0.003985622694839834 2150.4314697984273 804240.6381390055 4623.464500401322 3066626.405896299 0.17386843 media/country/James_Otto___Just_Got_Started_Lovin__You__Video_.mp3 country 10
"You Do the Talkin'" 0.0016434425436996439 2117.1615919230944 489745.19290074956 4459.194173761502 2308916.4159011105 0.23925911 media/country/Chris_Young___You_Do_the_Talkin___Official_Lyric_Video_.mp3 country 10
"Let Me Down Easy" 0.002359714227060659 2119.407641744258 637979.0753048811 4649.3480842465515 3706216.966072389 0.22907399 media/country/Let_Me_Down_Easy.mp3 country 10
"Pick Up" 0.0026687735537296187 2042.602221190754 769048.6472640017 4359.227352109525 3723645.474447949 0.09996722 media/country/Dierks_Bentley___Pick_Up__Official_Music_Video_.mp3 country 10
"Who I Am With You" 0.002441959251465497 2112.671193688067 467773.08543532295 4316.273832218376 2414366.352961524 0.20631021 media/country/Chris_Young___Who_I_Am_With_You__Official_Audio_.mp3 country 10
"Good Thing Going On" 0.001725402164138167 1594.072313722895 595659.6616472594 3356.8663786937245 3428651.208260502 0.20018984 media/country/Mat_Kearney___Good_Thing_Going_On__Official_Visualizer_.mp3 country 10
H.O.L.Y. 0.001546885228931117 2016.7299471913605 496679.2305637629 4352.250731715586 3203969.3829252413 0.273395 media/country/H.O.L.Y___Florida_Georgia_Line__Audio_.mp3 country 10
"True Crime: The Murder of Grace Brown" 0.01579658272120852 2144.98184718624 2382449.7150786836 3885.884784969965 7596701.047186303 0.07059107 media/country/Woman_Who_Used_Adult_Toy_on_Beach_Found_Dead_in_Apartment.mp3 country 10
"My Wish" 0.005067593148924601 2366.778785581911 611265.6390800293 4887.6001220862945 2502881.3215281623 0.23463419 media/country/My_Wish.mp3 country 10
"Humble And Kind" 0.0021993331275627836 1680.770095772425 616480.4880826459 3509.5836273485306 2870280.508688524 0.09527188 media/country/Tim_McGraw___Humble_And_Kind__Official_Music_Video_.mp3 country 10
"Roller Coaster" 0.0036930954825167635 2347.611772185275 749962.1148336023 5120.954622231325 3456689.5878989967 0.19163962 media/country/Luke_Bryan___Roller_Coaster__Official_Lyric_Video_.mp3 country 10
"Give It Away" 0.0019014498893538798 1922.61791394132 625910.8257927549 4146.02538250052 3411805.989403931 0.22617878 media/country/Give_It_Away.mp3 country 10
"Do I" 0.0023919721918042565 1872.49950074623 610325.9442810334 3744.386195803206 2763967.5078465086 0.19581757 media/country/Luke_Bryan___Do_I__Official_Music_Video_.mp3 country 10
"Wake up Lovin' You" 0.0025699181128698272 2055.880179806327 564246.1487009142 4155.539951548531 2730644.7008166197 0.038045026 media/country/Craig_Morgan_Wake_Up_Lovin_You_Official_Music_Video_HD.mp3 country 10
"Mammas, Don't Let Your Babies Grow Up to Be Cowboys" 0.0020298928956857965 2083.9645957634866 439463.57386080024 4262.67823270319 2141506.760255471 0.07713261 media/country/Mammas__Don_t_Let_Your_Babies_Grow_Up_to_Be_Cowboys.mp3 country 10
"Break Up with Him" 0.003600688484280756 2072.957520555885 722641.7055366675 4400.508252720482 3277763.970250215 0.17637923 media/country/Old_Dominion___Break_Up_with_Him.mp3 country 10
"The Man I Want to Be" 0.0012080002734281214 1761.9289465666416 300004.09641037526 3452.8935703662555 1809667.9793650093 0.14946127 media/country/Chris_Young___The_Man_I_Want_To_Be__Official_Video_.mp3 country 10
"Picture (feat. Sheryl Crow)" 0.0032802613202506906 1744.781550311921 894861.8003552383 3559.0046233801295 4103876.9481616197 0.12238187 media/country/Kid_Rock___Picture_feat._Sheryl_Crow__Official_Music_Video_.mp3 country 10
"Make You Miss Me" 0.0063391371341734335 2218.7986040122773 1106730.0302816655 4747.907353153935 4131508.353776492 0.22076918 media/country/Make_You_Miss_Me.mp3 country 10
"Callin' My Name" 0.002153344716519682 2119.866164108252 508548.8021845861 4401.473734709552 2168548.4767627055 0.25504515 media/country/Chris_Young___Callin__My_Name__Official_Lyric_Video_.mp3 country 10
"Break On Me" 0.0036318855025342244 1976.704318432045 672573.5905223173 4248.67421307344 3256480.090380707 0.24129555 media/country/Keith_Urban___Break_On_Me__Official_Audio_.mp3 country 10
"Like A Wrecking Ball" 0.003783192512382028 1628.886727844793 724618.9797094302 3302.2399866721503 3667697.903927317 0.12080373 media/country/Like_A_Wrecking_Ball.mp3 country 10
"Huntin', Fishin' And Lovin' Every Day" 0.0018331708214776939 1824.509531846076 547009.2128206296 3876.9098846005722 2857517.5518513634 0.2851282 media/country/Luke_Bryan___Huntin___Fishin__And_Lovin__Every_Day__Official_Lyric_Video_.mp3 country 10
"This Is How We Roll" 0.0050968091471365875 2490.9414237925016 624951.5215463375 4978.427842814064 2151434.498332547 0.2561464 media/country/This_Is_How_We_Roll.mp3 country 10
Amazed 0.00537123836046335 2701.316186994258 839265.1369304474 5719.738260953663 3010770.18955122 0.12494372 media/country/Lonestar___Amazed__Audio_.mp3 country 10
"Beautiful Stranger" 0.0038626400539517455 1882.6812534314047 825078.2504151629 4005.711486276272 4216835.940343753 0.15995114 media/country/Beautiful_Stranger.mp3 country 10
Highwayman 0.0019276971615919253 1419.7406568834665 555011.721529972 2665.6619141073634 2979334.0182575122 0.073300175 media/country/The_Highwaymen___Highwayman.mp3 country 10
"Think of You" 0.0018629260392957685 2212.948327351293 522618.30225369515 4615.1907631805525 2196660.617815304 0.26843223 media/country/Chris_Young___Think_of_You__Official_Lyric_Video_.mp3 country 10
"God Gave Me You" 0.0027633397228399668 2659.2756744467442 394386.1365877977 5450.0152587890625 1609439.8914310704 0.10656258 media/country/Blake_Shelton___God_Gave_Me_You.mp3 country 10
Taste 0.0046378747978913885 2364.514402100629 772492.850513778 5021.420284122272 3270172.4231113247 0.1980893 media/country/Taste.mp3 country 10
Heartbeat 0.001714925678287648 2102.668272633032 510278.24449643336 4169.479418697992 2396935.6238917285 0.2216522 media/country/Chris_Young___Heartbeat__Audio_.mp3 country 10
"Crazy Girl - Single Version" 0.0014120545540186808 2065.090283204439 406333.3995181743 4296.509831725926 2356037.207555971 0.31495553 media/country/Crazy_Girl.mp3 country 10
"Sunshine Overtime" 0.0020791951807366702 2087.0242764364048 579592.7768787997 4415.120737451749 2838905.8515076283 0.22943193 media/country/Chris_Young___Sunshine_Overtime__Official_Lyric_Video_.mp3 country 10
Underdogs 0.0012710955140531387 2094.393451050354 328700.3998432382 4361.238554025341 1573372.383165451 0.21773562 media/country/Chris_Young___Underdogs__Official_Lyric_Video_.mp3 country 10
"Amarillo By Morning" 0.0039945440093595444 2493.3141319034 449027.3980415213 5116.484766487711 1657912.0499921888 0.056639694 media/country/Amarillo_By_Morning.mp3 country 10
"It's Five O'Clock Somewhere" 0.0020090590628925177 2129.11501515138 357115.2402455521 4237.426447150828 1658419.7426392701 0.10232282 media/country/Alan_Jackson__Jimmy_Buffett___It_s_Five_O__Clock_Somewhere__Official_HD_Video_.mp3 country 10
"It's Your Love" 0.0033065241001313033 2119.244248047779 622486.7562207615 4410.119690589712 2684273.8266587313 0.20670035 media/country/It_s_Your_Love.mp3 country 10
"If I Know Me" 0.004545654723879042 1780.0042440688237 1040602.7281762708 3529.6411021365593 4387246.934832074 0.25368905 media/country/Morgan_Wallen___If_I_Know_Me__Audio_Only_.mp3 country 10
"All To Myself" 0.004066378939204622 2254.6192139945238 843978.3147469839 4958.255987793102 3777123.9066508054 0.24498476 media/country/Dan___Shay___All_To_Myself__Icon_Video_.mp3 country 10
"Champagne For The Pain" 0.0011815833937497936 1761.1701152217765 471588.40264625754 3936.617862477022 3259515.5811132584 0.24749969 media/country/Midland___Champagne_For_The_Pain__Visualizer_.mp3 country 10
"I Hope You’re Happy Now" 0.0017348364400230928 2095.85393592316 533430.7574609835 4826.467518807542 2950505.322677162 0.27646193 media/country/Carly_Pearce__Lee_Brice___I_Hope_You_re_Happy_Now__Lyric_Video_.mp3 country 10
"Count The Ways" 0.004322222238098245 2456.9316850383925 710371.4939701841 5231.4378599650845 3136583.412135741 0.20992261 media/country/Jade_Eagleson___Count_The_Ways.mp3 country 10
"All Your'n" 0.0007416041712266241 1674.9551131316357 249954.49100225556 3452.5046719097368 1573779.7825795733 0.20715062 media/country/Tyler_Childers___All_Your_n__Lyric_Video_.mp3 country 10
"It Don't Hurt Like It Used To" 0.00199861798777262 2322.0564486997378 461768.3441464599 4986.634223898498 2321407.5705161802 0.2366667 media/country/Billy_Currington___It_Don_t_Hurt_Like_It_Used_To__Official_Lyric_Video_.mp3 country 10
"Everywhere But On" 0.0023698585472144104 2330.499383785445 810655.0822080575 5137.099598863025 4197825.806349445 0.28740636 media/country/Matt_Stell___Everywhere_But_On__Audio_.mp3 country 10
Warning 0.0030475065831399354 2050.3592549678583 888500.6703073354 4280.332543326915 4678373.755870969 0.24792913 media/country/Morgan_Wallen___Warning__Audio_Only_.mp3 country 10
"Does To Me (feat. Eric Church)" 0.0029116789511596246 2135.214793242811 616434.6898074079 4407.58347883306 3038632.5172209158 0.23214963 media/country/Luke_Combs___Does_To_Me__Audio__ft._Eric_Church.mp3 country 10
"Lovin' On You" 0.0013296596900757495 2197.835220519563 234372.11154898198 4712.350464956712 1212456.1993108534 0.27091205 media/country/Luke_Combs___Lovin__On_You__Lyrics_.mp3 country 10
Grave 0.007714407336169033 2768.565369665198 790773.5809905309 5904.24838636568 2479312.059193113 0.19918127 media/country/Grave.mp3 country 10
865 0.0015017212891057698 1951.4388085904643 556555.271058924 4039.263901150755 3765964.779697279 0.26770127 media/country/Morgan_Wallen___865__Audio_Only_.mp3 country 10
"Sand In My Boots" 0.0033211921866025122 1914.7120468980538 869782.3043756902 3853.632916050673 4171343.0913466117 0.22826435 media/country/Morgan_Wallen___Sand_In_My_Boots__Official_Lyric_Video_.mp3 country 10
"Heartache On The Dance Floor" 0.002203845850832594 2180.761932587464 519460.2486991235 4703.091683572168 2600495.18007578 0.28693345 media/country/Jon_Pardi___Heartache_on_the_Dance_Floor__Official_Audio_.mp3 country 10
"In Case You Didn't Know" 0.004209299968670943 1706.3115865025034 759285.7325625013 3471.531334885154 3576723.3078297274 0.07656335 media/country/Brett_Young___In_Case_You_Didn_t_Know.mp3 country 10
"Seeing Other People" 0.0031102842433089893 2139.0802577701534 949224.5882499344 4790.830155884653 5767564.378857781 0.30185443 media/country/MacKenzie_Porter___Seeing_Other_People__Lyric_Video_.mp3 country 10
"Like A Cowboy" 0.0017870051952397937 1670.9499923001426 653822.496378289 3398.529014891497 3494142.8776366822 0.20332935 media/country/Parker_McCollum___Like_A_Cowboy__Official_Lyric_Video_.mp3 country 10
"Almost Maybes" 0.0036660447369478246 2330.8201799473823 861115.4950613158 5108.767711212488 3740410.625223198 0.27508995 media/country/Jordan_Davis___Almost_Maybes__Official_Audio_.mp3 country 10
"Our Song" 0.002862253075564381 2561.296276903913 623851.6317635092 5380.496098084351 2862951.8750674604 0.23328991 media/country/Our_Song.mp3 country 10
"She's Mine" 0.007853918326277985 2854.8955792753536 1146158.8302287138 5995.276316684398 3414080.4914759565 0.2181659 media/country/Lauren_Weintraub___She_s_Mine__Official_Audio_.mp3 country 10
"Love You Like I Used To" 0.003893433848764903 2370.123328335748 957630.2056636295 5147.537199373484 4260226.22966635 0.1753358 media/country/Russell_Dickerson___Love_You_Like_I_Used_To__Official_Video_.mp3 country 10
"Beer In The Headlights" 0.00354776391709564 2617.1519121362535 510434.3404745373 5547.684183355216 2071531.4923519697 0.27488065 media/country/Beer_In_The_Headlights.mp3 country 10
Playboys 0.001758130413572943 2162.5764333890406 449448.67365466733 4574.36396653756 2378499.9933649236 0.27204368 media/country/Midland___Playboys.mp3 country 10
F-150 0.005035029775875352 2534.0358458935057 936562.5624785239 5325.360497865508 3882930.065146547 0.23371053 media/country/Robyn_Ottolini___F_150__Lyric_Video_.mp3 country 10
"Lonely One" 0.001910404342802515 1856.2771836766053 606737.7612268486 3785.52675918794 2816739.0101921335 0.23369414 media/country/Luke_Combs___Lonely_One__Audio_.mp3 country 10
"Forever & Always (Taylor’s Version)" 0.003960944295828741 3356.892383133253 538511.7198348694 7347.362225126171 1399685.532973411 0.13011988 media/country/Taylor_Swift___Forever___Always__Taylor_s_Version___Lyric_Video_.mp3 country 10
"Bandaid On A Bullet Hole" 0.0031945014176880454 1779.87192933438 839251.0542657812 3525.3144495460765 4553936.3098624665 0.23561169 media/country/Morgan_Wallen___Bandaid_On_A_Bullet_Hole__Official_Lyric_Video_.mp3 country 10
"Drunk On A Plane" 0.0020374861893842603 2121.2784673895826 475512.96711530717 4497.940002188471 2133134.744679332 0.10892427 media/country/Dierks_Bentley___Drunk_On_A_Plane__Official_Music_Video_.mp3 country 10
"Drinkin' Problem" 0.0028088428034665396 2087.9680640292945 533758.3340754451 4311.016436528893 2803950.7784319185 0.053737972 media/country/Midland___Drinkin__Problem.mp3 country 10
"If I Didn't Love You" 0.0020000194531703546 1988.0491070612409 655813.3020001431 4086.2936892228045 3328478.78460045 0.25507855 media/country/Jason_Aldean___Carrie_Underwood___If_I_Didn_t_Love_You__Official_Audio_.mp3 country 10
"Good Vibes" 0.0026967586788992884 2778.9103688626988 430134.5947093758 5612.07073590472 1793057.5704610138 0.21781896 media/country/Chris_Janson_Good_Vibes_Official_Music_Video.mp3 country 10
"The Way I Talk" 0.002302621355393406 2181.4749329033903 567108.802746617 4476.148876403271 2779729.640208983 0.2727652 media/country/Morgan_Wallen___The_Way_I_Talk__Audio_Only_.mp3 country 10
"The Way I Loved You (Taylor’s Version)" 0.0040322446137288515 2910.764724970932 721704.3931109828 6509.597882796985 3017667.1561749442 0.12538317 media/country/Taylor_Swift___The_Way_I_Loved_You__Taylor_s_Version___Lyric_Video_.mp3 country 10
